sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),species
5.157074806955688,3.356276988920757,1.544827559944061,0.5405598290690088,0
4.925954201405936,3.32595939316198,1.753122720641336,0.37160362226800436,0
4.851539163733663,3.5715725505131877,1.2963766536895218,0.09585966118726805,0
5.0765151885976865,2.794967662467715,1.0142966470899262,0.07426868617167845,0
4.679714677464314,3.4993737319633538,1.196959644192817,-0.11580070810602722,0
5.463478835961392,3.3286032648775965,1.4150997656080717,-0.11858337951928177,0
4.827851067165242,3.4350768027447534,1.1426300119218062,0.2840086308032886,0
4.810061368903696,3.3077583371417973,1.2654543112543961,0.6141819933801882,0
4.995731802773696,3.0655224358446813,1.583926633800932,-0.07298893912341647,0
5.0660484680505995,2.7802978945955585,1.1030085707896249,0.244019510553798,0
5.233523636870043,3.4541914087268495,1.3741402579098803,0.13267116683859467,0
4.532450293979339,3.172365274099182,1.2969980395061957,0.43637971583514057,0
5.108661644072762,2.8424777502716636,1.472467378598472,0.11389298440584804,0
4.785938468075598,3.5934290263456177,1.6305385017070768,0.40824056524379215,0
4.7346161174291215,3.3022184611598115,1.4740727551078208,0.41813852193642687,0
4.848471801233363,3.3412894765686287,1.1526159792237056,-0.06747993265799168,0
5.256943225646712,3.828880754417564,1.3838980473078348,0.42439677773439216,0
5.1143593523120225,3.1959952211878906,1.480810514068651,0.543915431449828,0
4.988670811687028,3.8947837678904813,0.8142071863533068,0.38378298706603187,0
5.0275266999272725,3.305445573539565,1.420518333400155,-0.24443392030130706,0
4.930533649652443,3.512928910705688,1.7304671547584145,0.08411125612264708,0
4.744331874118183,3.2413304910240486,1.60469013619291,0.2735109828877542,0
4.832475114238124,3.5623094137426334,1.4217071999431308,0.4165956044896181,0
4.777991318497955,3.296384131373106,1.3123219515064597,-0.12725189101104956,0
5.093641453688418,3.482552925528364,1.401143403665254,0.1475447223126362,0
4.552420472155803,3.2669802692964787,1.3233667044170168,0.020605348921756056,0
4.948996979709422,3.5277720998076507,1.8217639893308446,0.23903678568552272,0
5.081444584695023,3.376458134368187,0.9709497129321458,0.19407131721485885,0
5.019046464736376,4.178945550389819,1.3569867806531966,0.2674280355892358,0
4.98902317461162,3.030431554970633,1.655542949949322,0.36813733756151984,0
5.250146265461372,3.1124264367265213,1.7136743437703092,-0.11346342707338658,0
5.185580507743594,4.092682889108904,1.1785093442824948,0.07337197811044072,0
5.031512528562193,3.240787018654968,1.0532611157913068,0.21533114724058827,0
4.6640700697770034,3.5497630763422476,1.1944104912092526,0.546575869028491,0
4.752313561139179,3.2981552062102835,1.5819079798905054,-0.0752296282625135,0
5.0719291469782,3.8133548330518288,1.0405558214829855,0.24128538586263118,0
5.082182155451393,3.6472341001630073,1.123409412565992,-0.09526307481955798,0
5.165052415286363,3.493914799757771,1.456011904125106,0.2774681747118326,0
4.784957301459012,3.473445067802375,1.4655329972629842,0.0402661669469673,0
5.5900097055504645,3.5498391260451676,1.1336164398421646,0.3468098499778036,0
4.691778592846454,3.6488980059077236,1.6590698473091283,0.01648985482334525,0
5.304646281184881,3.5305327903794885,1.5838182399342031,0.6241358048458805,0
4.922401464269331,3.1616476965791307,1.2010985268390377,0.01757927460738054,0
4.975618298675898,3.5078817268685,1.4618699436050675,0.3849637974693687,0
5.004111559222543,3.8596478340488045,1.3408209330170104,0.8082483166793337,0
5.197853387653408,3.1289429808100273,1.160541157774079,0.3078841117752268,0
4.929334862608506,3.6257867811816604,1.505819149805697,0.18371496005718377,0
4.732220314258136,2.920963246280782,1.300156221420808,0.3914965919956145,0
5.067702386424475,3.0060628089673638,1.4387244322609594,0.2861595853985779,0
4.720499737472746,3.448612146833856,1.4130158651328402,-0.05557592822124535,0
6.117190913143499,3.0356373023178813,4.460007371845795,1.7194639427907088,1
5.5367819238752425,2.9148860312124065,3.6838875285457546,1.4994723012608626,1
7.392156490071462,3.0539201964356884,4.530336327646862,1.5211049440422484,1
6.1522827468172565,2.9697106769852972,4.7266425587650955,1.177896746593655,1
5.808280548002391,2.8183076141267107,3.954382057113626,1.1120195062401736,1
5.176811300613938,2.4393857683627145,5.335146779956839,1.5657874288485623,1
6.321748752689723,2.5590089414154655,4.088945653469303,1.3248955443450623,1
6.163207076374405,2.848401612061902,3.980106456307393,1.0171302198733925,1
5.647636270533971,2.9417486026133277,4.320380346376933,2.1303459753156813,1
5.972213445593051,2.9906098882891192,3.3943287024207662,1.0436912043206552,1
5.85556276729956,2.993588746603792,3.94557395105723,1.495580732153791,1
5.770448228430221,2.653911142427741,3.763211128134905,1.1160544719514318,1
6.056848742207037,3.005240170757479,5.089535138486756,0.8116617443360217,1
6.299872075965229,2.6917219696049473,5.2490571030785365,0.7115505425132377,1
5.625920794503896,2.97321344011542,4.866579890206733,1.4718905253933643,1
5.876945928729558,2.5709399598665854,3.8854640910270937,0.04466255713064693,1
5.416735651657245,2.4802106661444805,4.187048088906687,1.932230179428796,1
5.950635607850258,2.4789314623643692,4.103206122924308,1.8582027445886653,1
5.9039632474909585,2.9033294781091494,4.820182643756441,0.919863334033278,1
5.667537003065137,2.713841260476215,4.389022202176538,1.32703423126969,1
6.1564421075433104,2.523216040102035,4.350766500121421,1.9142616715735858,1
5.143959646211467,2.931551726603229,5.253921524801438,1.2412138854724677,1
5.658829513004349,2.6897616397131916,4.425663383476032,1.2193945990391062,1
6.229049477266533,2.645060704273531,4.03642806798602,1.4382715031480777,1
6.019016592665263,2.9407892891135665,4.702313294803818,1.6148201449026167,1
5.6830428160455995,2.9364829404953814,3.9292621605140132,1.5894255687369694,1
5.945440700160901,2.6677206161019122,4.290652523011613,1.7948374863422405,1
5.821691122439803,3.045693973314658,4.5446693869216634,1.2156924325118583,1
6.215070927220974,2.8046966017679487,4.669137413215385,1.805609767893544,1
5.779834201883176,2.7708991283634403,4.6049786402547,1.425549088458854,1
6.130503324789552,3.267872018368828,4.343377914253382,0.9831044920314307,1
5.429746772351843,2.9770211598951737,3.8500953496840653,1.7485344126127487,1
6.143357169304478,2.599367823224883,4.57911486740667,1.2952568452719115,1
5.637736396862429,2.7671169698368097,4.333900829025102,1.6776622488085167,1
5.7755277987571105,2.673947357934464,3.9308264305472846,1.4599276645534702,1
5.99437965117919,2.6866440599140553,3.9322918606053383,1.3948751450281618,1
5.9898725542874605,2.4852815324625595,4.089345265726221,0.7391593461477131,1
5.817332273612461,3.1298996792126124,3.9787019766475304,1.4204139823770963,1
5.838056073703475,2.5758276191230185,4.683557043807314,1.2926350543484868,1
5.788202989872341,2.6150255377125715,4.291720673888864,1.4249883609701455,1
6.493627228414304,2.8898254717971734,4.532258821944165,1.2578773756295545,1
5.7446079794228675,2.8028157464148014,4.60864177594582,1.3867906450062033,1
5.600614598067239,2.9113558031903564,4.343682079226431,1.3094927496717528,1
6.271523993393064,2.6284158687013526,4.948971150428801,2.133923979928822,1
5.97100805348849,2.619259008784936,4.690113648376667,2.1481070291828197,1
5.66785622663561,2.6824376032009942,3.924464975738487,0.47741872306669786,1
5.958247263039543,3.219524553388955,3.9605055529651176,1.4323615202651805,1
5.676566174925334,2.909996470692392,4.725042461924054,0.95204549398794,1
6.60932092994195,2.6950891348506087,3.709573760589858,1.7567951945402411,1
6.424352515803294,3.0767841417230746,3.533862947670141,1.2556389086859436,1
6.200312488523114,3.014856568212369,4.702786170602817,2.002345053804691,2
6.81142496617375,2.9549756535250884,5.274967264260378,1.522545629146601,2
6.757219417029375,2.644356943729607,5.56014781585595,2.3182438482413965,2
7.138838410949255,2.763307774651041,4.732942914632189,2.148615344132409,2
6.557837317146429,3.021351218541168,6.275575987761261,2.5273977338481597,2
7.377670421221602,3.3072377113471507,6.5303739624409936,1.888659848008088,2
7.184315778766174,3.2169485205678967,5.822687974792574,1.5684731098117095,2
5.620630256788443,2.355138164037272,6.029212243424794,1.4708307061448063,2
6.858771127897981,3.0234308268856536,5.365296582777721,2.6718744989925822,2
5.809949270892554,2.9824342752705464,6.314307772785646,1.2382242147844922,2
6.483652625952954,2.9718177689975387,5.692032724469653,1.0754117849531832,2
6.834836274415019,2.7027839148453174,4.847765249747574,2.16394771974095,2
5.970393239055524,3.302042522240245,5.243066541331653,1.9719690555457732,2
6.752023257758922,2.749271595518236,5.0071369768322285,1.7628615839464161,2
5.9823788387903125,2.6211977500656705,5.446484820022721,1.7524005035096326,2
6.517631775985865,3.0676663891439655,6.482362566458194,1.6870732397076011,2
6.389515200233388,3.23954497088879,5.4438359751545855,2.2746636981627644,2
6.21209087967766,2.2720686125287886,5.234749426194736,1.8769931415684478,2
7.183437133722262,2.9212478895534058,4.742404468900724,2.7356519256362537,2
6.655625077271768,3.3540406731314554,5.788278481527883,3.376917356465084,2
6.022229779699787,3.0643408510359555,5.436041204259617,1.281575365139934,2
5.788873145201163,2.657984490977049,5.1218246273578485,1.7108438156851216,2
6.940819878474725,3.4679994288709057,6.343570817536282,1.996434526411164,2
6.069357899335868,3.1704183191984363,5.538684153823809,2.681161794988319,2
6.404830660958196,2.5627203302284634,4.9813769228367715,1.6084116126184096,2
7.454708320235065,3.1780265040548636,5.96308877376582,1.374541566762689,2
6.256437308117652,2.7267821290449836,5.174678715439087,1.7350733831888057,2
6.084524941794481,2.98411331487999,5.524260813972414,2.1209519694845076,2
6.046218168979201,3.2388756798115996,5.380525976566795,1.7420600194752411,2
6.011222377600724,3.237609471437679,5.750458593812191,2.044422757460304,2
6.771680096189968,3.1804391422613967,4.665297359439315,1.7036656462981306,2
5.59755894966774,3.0152057952617675,5.118370421728741,1.272140894525504,2
6.047841687447796,2.4745812225165293,5.629861250860741,2.2855872295489883,2
5.894491900118772,3.0149887759425558,5.466960100676341,1.7084900305530981,2
6.307722227885088,2.8175707728674175,5.069793317358024,2.4500278253345433,2
5.935146572671191,3.4558640244706225,5.9178460560325705,2.236935631316393,2
