sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),species
0.20784443593089197,0.5685780528701239,0.12781649000290582,0.21676818661769245,0
0.1309388216065417,0.5526789693179441,0.1642561477064969,0.17011261694540417,0
0.10617714285642288,0.6814828540755602,0.08435188933836987,0.09396867508319519,0
0.18103814176763278,0.2742175121827575,0.0350041327649237,0.08800654289400066,0
0.04900237195670876,0.6436205163880424,0.06695963795889756,0.035520777291216034,0
0.3098006852496802,0.5540654624172745,0.1051215968310206,0.034752370362259054,0
0.09829490486022308,0.6099020692549395,0.05745508107677741,0.14592413458891434,0
0.0923753648426,0.5431340135534684,0.07894226018540626,0.23709821225854075,0
0.1541573887546448,0.4161012216162836,0.13465657626848385,0.04734281986888021,0
0.17755532996156154,0.26652442639369145,0.050523610620399395,0.13488153827795996,0
0.23328286109837748,0.6199261067806838,0.09795604178291809,0.10413380484773894,0
0.0,0.472131496110215,0.08446059607157316,0.18799988846825313,0
0.1917349072108543,0.29913264270882167,0.115157625386098,0.0989483972477576,0
0.08434844529097685,0.6929447766561261,0.14281096884169134,0.18022954296990792,0
0.06727088141194248,0.5402288045848183,0.11543847382391201,0.1829627648907244,0
0.10515647489443003,0.5607183362546719,0.059202050277129215,0.048864077003135345,0
0.24107575285638072,0.8164198281379778,0.09966309299051648,0.1846909197477571,0
0.19363082536726028,0.4845234583913334,0.11661719362421877,0.2176948027132775,0
0.15180783685741228,0.8509805342666288,0.0,0.17347582693725638,0
0.16473717281223288,0.5419211594062958,0.10606953414711692,0.0,0
0.1324626376238387,0.6507290919196858,0.16029272837840872,0.09072447031907976,0
0.07050380923774546,0.5082980759012665,0.13828899344686948,0.1430253139241298,0
0.09983356118192521,0.6766251012826896,0.10627751732702503,0.1825367036420663,0
0.08170402326316872,0.5371691788319104,0.08714139818958838,0.03235864745904814,0
0.1867369237293337,0.6347993879234766,0.10268003721781951,0.10824098869633887,0
0.0066450969058970966,0.5217492733871416,0.08907359389751635,0.07318794807990134,0
0.13860632929999972,0.6585131228695869,0.1762644167753166,0.1335056085524337,0
0.1826784032848261,0.5791614025592062,0.0274209155748458,0.12108884336338667,0
0.16191536600959155,1.0000000000000002,0.09495517110705859,0.14134556875896315,0
